Year_x,Player,Tm,Pos,Age,G,GS,MP,PER,AST,TOV,STL,BLK,TRB,PTS,FG%,PPG,MPG,PACE,height_x,weight_x,HeightxWeight,year_start,year_end,career
2009,Roy Hibbert,IND,C,22.0,70.0,42.0,1009.0,16.1,49.0,55.0,20.0,76.0,243.0,494.0,0.471,7.057142857142857,14.414285714285715,97.36,218.0,122.0,26596.0,2009,2017,1
2010,Roy Hibbert,IND,C,23.0,81.0,69.0,2035.0,16.2,158.0,145.0,30.0,131.0,464.0,946.0,0.495,11.679012345679011,25.123456790123452,97.78,218.0,122.0,26596.0,2009,2017,2
2011,Roy Hibbert,IND,C,24.0,81.0,80.0,2244.0,15.9,166.0,185.0,33.0,142.0,610.0,1025.0,0.461,12.654320987654321,27.703703703703702,95.53,218.0,122.0,26596.0,2009,2017,3
2012,Roy Hibbert,IND,C,25.0,65.0,65.0,1937.0,19.3,108.0,128.0,32.0,128.0,572.0,834.0,0.4970000000000001,12.830769230769231,29.8,91.69,218.0,122.0,26596.0,2009,2017,4
2013,Roy Hibbert,IND,C,26.0,79.0,79.0,2269.0,17.3,113.0,162.0,39.0,206.0,656.0,937.0,0.448,11.860759493670885,28.72151898734177,90.93,218.0,122.0,26596.0,2009,2017,5
2014,Roy Hibbert,IND,C,27.0,81.0,81.0,2409.0,13.5,91.0,148.0,29.0,182.0,538.0,871.0,0.439,10.753086419753089,29.740740740740737,92.89,218.0,122.0,26596.0,2009,2017,6
2015,Roy Hibbert,IND,C,28.0,76.0,76.0,1926.0,15.4,84.0,107.0,18.0,125.0,540.0,802.0,0.446,10.552631578947368,25.342105263157894,93.7,218.0,122.0,26596.0,2009,2017,7
2016,Roy Hibbert,LAL,C,29.0,81.0,81.0,1878.0,11.2,95.0,76.0,32.0,110.0,398.0,481.0,0.443,5.938271604938271,23.18518518518519,96.55,218.0,122.0,26596.0,2009,2017,8
2009,Jarrett Jack,IND,SG,25.0,82.0,53.0,2716.0,13.1,338.0,184.0,88.0,17.0,276.0,1074.0,0.453,13.097560975609756,33.1219512195122,97.36,190.0,90.0,17100.0,2006,2018,4
2006,Jarrett Jack,POR,SG,22.0,79.0,4.0,1599.0,12.3,219.0,102.0,41.0,2.0,160.0,526.0,0.442,6.658227848101267,20.240506329113927,88.88,190.0,90.0,17100.0,2006,2018,1
2007,Jarrett Jack,POR,PG,23.0,79.0,79.0,2651.0,14.5,417.0,187.0,86.0,9.0,208.0,946.0,0.454,11.974683544303794,33.556962025316466,89.39,190.0,90.0,17100.0,2006,2018,2
2008,Jarrett Jack,POR,SG,24.0,82.0,16.0,2229.0,13.0,313.0,178.0,61.0,1.0,234.0,814.0,0.431,9.926829268292684,27.18292682926829,89.13,190.0,90.0,17100.0,2006,2018,3
2013,Jarrett Jack,GSW,SG,29.0,79.0,4.0,2349.0,15.9,439.0,157.0,60.0,11.0,243.0,1023.0,0.452,12.949367088607595,29.734177215189877,95.66,190.0,90.0,17100.0,2006,2018,8
2014,Jarrett Jack,CLE,PG,30.0,80.0,31.0,2252.0,11.5,324.0,133.0,56.0,22.0,223.0,760.0,0.41,9.5,28.15,93.72,190.0,90.0,17100.0,2006,2018,9
2010,Jarrett Jack,TOR,PG,26.0,82.0,43.0,2243.0,16.3,413.0,163.0,60.0,6.0,222.0,931.0,0.481,11.353658536585364,27.353658536585368,93.96,190.0,90.0,17100.0,2006,2018,5
2011,Jarrett Jack,NOH,SG,27.0,70.0,2.0,1375.0,14.6,183.0,76.0,40.0,6.0,131.0,595.0,0.412,8.5,19.642857142857142,89.42,190.0,90.0,17100.0,2006,2018,6
2012,Jarrett Jack,NOH,PG,28.0,45.0,39.0,1530.0,17.9,285.0,106.0,31.0,9.0,176.0,700.0,0.456,15.555555555555555,34.0,89.28,190.0,90.0,17100.0,2006,2018,7
2015,Jarrett Jack,BRK,PG,31.0,80.0,27.0,2241.0,14.6,373.0,191.0,75.0,13.0,245.0,957.0,0.439,11.9625,28.0125,93.72,190.0,90.0,17100.0,2006,2018,10
2016,Jarrett Jack,BRK,PG,32.0,32.0,32.0,1027.0,14.5,236.0,94.0,34.0,7.0,136.0,411.0,0.391,12.84375,32.09375,96.13,190.0,90.0,17100.0,2006,2018,11
2009,Josh McRoberts,IND,PF,21.0,33.0,0.0,279.0,12.5,16.0,12.0,12.0,16.0,74.0,80.0,0.422,2.4242424242424243,8.454545454545455,97.36,208.0,108.0,22464.0,2008,2017,2
2010,Josh McRoberts,IND,C,22.0,42.0,3.0,524.0,14.8,44.0,19.0,17.0,16.0,127.0,179.0,0.521,4.261904761904762,12.476190476190474,97.78,208.0,108.0,22464.0,2008,2017,3
2011,Josh McRoberts,IND,PF,23.0,72.0,51.0,1597.0,16.0,150.0,93.0,47.0,57.0,382.0,533.0,0.547,7.402777777777778,22.180555555555557,95.53,208.0,108.0,22464.0,2008,2017,4
2013,Josh McRoberts,ORL,PF,25.0,41.0,3.0,685.0,10.2,70.0,28.0,10.0,12.0,137.0,159.0,0.392,3.8780487804878048,16.70731707317073,92.82,208.0,108.0,22464.0,2008,2017,6
2016,Josh McRoberts,MIA,PF,28.0,42.0,1.0,595.0,9.9,81.0,30.0,18.0,7.0,105.0,150.0,0.3720000000000001,3.571428571428572,14.166666666666664,94.16,208.0,108.0,22464.0,2008,2017,9
2017,Josh McRoberts,MIA,PF,29.0,22.0,14.0,381.0,9.8,50.0,23.0,10.0,4.0,74.0,107.0,0.373,4.863636363636363,17.318181818181817,95.53,208.0,108.0,22464.0,2008,2017,10
2012,Josh McRoberts,LAL,PF,24.0,50.0,6.0,718.0,10.9,51.0,31.0,15.0,18.0,171.0,138.0,0.475,2.76,14.36,91.74,208.0,108.0,22464.0,2008,2017,5
2013,Josh McRoberts,CHA,PF,25.0,26.0,19.0,802.0,14.8,71.0,38.0,22.0,15.0,188.0,242.0,0.505,9.307692307692307,30.84615384615385,92.5,208.0,108.0,22464.0,2008,2017,6
2014,Josh McRoberts,CHA,PF,26.0,78.0,78.0,2360.0,13.8,333.0,83.0,58.0,46.0,373.0,661.0,0.436,8.474358974358973,30.256410256410252,92.96,208.0,108.0,22464.0,2008,2017,7
2009,Brandon Rush,IND,SG,23.0,75.0,19.0,1803.0,9.0,66.0,75.0,38.0,37.0,233.0,610.0,0.423,8.133333333333333,24.04,97.36,198.0,99.0,19602.0,2009,2017,1
2010,Brandon Rush,IND,SG,24.0,82.0,64.0,2491.0,9.6,112.0,93.0,56.0,65.0,346.0,774.0,0.423,9.439024390243905,30.37804878048781,97.78,198.0,99.0,19602.0,2009,2017,2
2011,Brandon Rush,IND,SG,25.0,67.0,21.0,1754.0,10.6,62.0,69.0,41.0,35.0,217.0,607.0,0.421,9.059701492537313,26.179104477611943,95.53,198.0,99.0,19602.0,2009,2017,3
2014,Brandon Rush,UTA,SG,28.0,38.0,0.0,418.0,4.1,24.0,20.0,5.0,9.0,44.0,79.0,0.333,2.0789473684210527,11.0,92.34,198.0,99.0,19602.0,2009,2017,6
2012,Brandon Rush,GSW,SF,26.0,65.0,1.0,1717.0,15.2,88.0,68.0,35.0,58.0,251.0,634.0,0.501,9.753846153846156,26.415384615384607,93.8,198.0,99.0,19602.0,2009,2017,4
2015,Brandon Rush,GSW,SG,29.0,33.0,0.0,271.0,0.8,12.0,11.0,5.0,12.0,41.0,30.0,0.204,0.9090909090909092,8.212121212121213,99.29,198.0,99.0,19602.0,2009,2017,7
2016,Brandon Rush,GSW,SG,30.0,72.0,25.0,1055.0,10.1,57.0,33.0,20.0,23.0,181.0,305.0,0.4270000000000001,4.236111111111111,14.652777777777779,100.27,198.0,99.0,19602.0,2009,2017,8
2017,Brandon Rush,MIN,SG,31.0,47.0,33.0,1030.0,6.6,45.0,28.0,22.0,23.0,99.0,197.0,0.374,4.1914893617021285,21.914893617021278,95.49,198.0,99.0,19602.0,2009,2017,9
2010,Tyler Hansbrough,IND,PF,24.0,29.0,1.0,511.0,14.6,28.0,21.0,17.0,8.0,138.0,246.0,0.36,8.482758620689655,17.620689655172416,97.78,206.0,113.0,23278.0,2010,2016,1
2011,Tyler Hansbrough,IND,PF,25.0,70.0,29.0,1535.0,16.4,41.0,76.0,37.0,15.0,366.0,767.0,0.465,10.957142857142856,21.928571428571423,95.53,206.0,113.0,23278.0,2010,2016,2
2012,Tyler Hansbrough,IND,PF,26.0,66.0,0.0,1442.0,14.7,30.0,65.0,54.0,9.0,290.0,614.0,0.405,9.303030303030305,21.84848484848485,91.69,206.0,113.0,23278.0,2010,2016,3
2013,Tyler Hansbrough,IND,PF,27.0,81.0,8.0,1366.0,15.3,36.0,78.0,29.0,18.0,373.0,568.0,0.4320000000000001,7.012345679012347,16.864197530864196,90.93,206.0,113.0,23278.0,2010,2016,4
2014,Tyler Hansbrough,TOR,PF,28.0,64.0,4.0,978.0,14.2,17.0,47.0,28.0,19.0,287.0,312.0,0.474,4.875,15.28125,92.52,206.0,113.0,23278.0,2010,2016,5
2015,Tyler Hansbrough,TOR,PF,29.0,74.0,8.0,1058.0,13.3,21.0,20.0,30.0,15.0,265.0,270.0,0.521,3.6486486486486487,14.297297297297295,93.5,206.0,113.0,23278.0,2010,2016,6
2010,Solomon Jones,IND,C,25.0,52.0,2.0,675.0,9.9,32.0,40.0,14.0,37.0,144.0,207.0,0.443,3.9807692307692313,12.980769230769232,97.78,208.0,104.0,21632.0,2007,2014,4
2011,Solomon Jones,IND,C,26.0,39.0,0.0,528.0,8.5,30.0,35.0,12.0,22.0,113.0,139.0,0.405,3.5641025641025643,13.538461538461537,95.53,208.0,104.0,21632.0,2007,2014,5
2007,Solomon Jones,ATL,PF,22.0,58.0,8.0,666.0,12.3,11.0,25.0,11.0,42.0,136.0,189.0,0.508,3.2586206896551726,11.482758620689655,91.01,208.0,104.0,21632.0,2007,2014,1
2008,Solomon Jones,ATL,PF,23.0,35.0,0.0,145.0,6.8,0.0,11.0,3.0,5.0,42.0,35.0,0.4,1.0,4.142857142857143,92.37,208.0,104.0,21632.0,2007,2014,2
2009,Solomon Jones,ATL,C,24.0,63.0,0.0,675.0,12.0,15.0,27.0,7.0,34.0,142.0,188.0,0.604,2.9841269841269837,10.714285714285714,90.45,208.0,104.0,21632.0,2007,2014,3
2010,A.J. Price,IND,PG,23.0,56.0,2.0,865.0,14.0,106.0,59.0,35.0,3.0,88.0,410.0,0.41,7.321428571428571,15.446428571428573,97.78,213.0,124.0,26412.0,2010,2015,1
2011,A.J. Price,IND,PG,24.0,50.0,0.0,795.0,10.7,111.0,53.0,29.0,1.0,72.0,323.0,0.35600000000000004,6.46,15.9,95.53,213.0,124.0,26412.0,2010,2015,2
2012,A.J. Price,IND,PG,25.0,44.0,1.0,568.0,11.5,86.0,32.0,20.0,2.0,61.0,172.0,0.339,3.9090909090909087,12.909090909090908,91.69,213.0,124.0,26412.0,2010,2015,3
2014,A.J. Price,MIN,SG,27.0,28.0,0.0,99.0,9.7,13.0,7.0,1.0,0.0,10.0,44.0,0.413,1.5714285714285714,3.5357142857142856,98.35,213.0,124.0,26412.0,2010,2015,5
2013,A.J. Price,WAS,PG,26.0,57.0,22.0,1278.0,12.4,205.0,64.0,33.0,3.0,114.0,441.0,0.39,7.736842105263157,22.421052631578952,93.26,213.0,124.0,26412.0,2010,2015,4
2010,Earl Watson,IND,PG,30.0,79.0,52.0,2322.0,10.9,399.0,175.0,104.0,16.0,240.0,619.0,0.426,7.8354430379746836,29.39240506329114,97.78,185.0,88.0,16280.0,2002,2014,9
2006,Earl Watson,DEN,PG,26.0,46.0,10.0,975.0,12.8,160.0,75.0,37.0,7.0,86.0,347.0,0.429,7.543478260869565,21.195652173913047,94.93,185.0,88.0,16280.0,2002,2014,5
2014,Earl Watson,POR,PG,34.0,24.0,0.0,161.0,2.1,28.0,17.0,5.0,1.0,15.0,12.0,0.273,0.5,6.708333333333332,95.92,185.0,88.0,16280.0,2002,2014,13
2011,Earl Watson,UTA,PG,31.0,80.0,13.0,1567.0,10.2,278.0,116.0,61.0,17.0,182.0,343.0,0.41,4.2875,19.5875,92.05,185.0,88.0,16280.0,2002,2014,10
2012,Earl Watson,UTA,PG,32.0,50.0,2.0,1033.0,9.5,217.0,85.0,54.0,22.0,121.0,149.0,0.338,2.98,20.66,92.55,185.0,88.0,16280.0,2002,2014,11
2013,Earl Watson,UTA,PG,33.0,48.0,4.0,829.0,7.7,190.0,69.0,40.0,8.0,87.0,96.0,0.308,2.0,17.270833333333332,92.08,185.0,88.0,16280.0,2002,2014,12
2002,Earl Watson,SEA,PG,22.0,64.0,0.0,964.0,11.6,125.0,51.0,60.0,5.0,83.0,231.0,0.453,3.609375,15.0625,90.37,185.0,88.0,16280.0,2002,2014,1
2006,Earl Watson,SEA,PG,26.0,24.0,0.0,603.0,17.3,129.0,61.0,31.0,3.0,72.0,276.0,0.4320000000000001,11.5,25.125,93.06,185.0,88.0,16280.0,2002,2014,5
2007,Earl Watson,SEA,PG,27.0,77.0,25.0,2152.0,13.5,437.0,167.0,99.0,23.0,185.0,726.0,0.383,9.428571428571429,27.948051948051948,92.93,185.0,88.0,16280.0,2002,2014,6
2008,Earl Watson,SEA,PG,28.0,78.0,73.0,2269.0,14.6,531.0,175.0,69.0,11.0,225.0,838.0,0.454,10.743589743589745,29.08974358974359,97.33,185.0,88.0,16280.0,2002,2014,7
2003,Earl Watson,MEM,PG,23.0,79.0,2.0,1366.0,14.6,225.0,88.0,89.0,14.0,164.0,433.0,0.435,5.481012658227848,17.29113924050633,94.04,185.0,88.0,16280.0,2002,2014,2
2004,Earl Watson,MEM,PG,24.0,81.0,14.0,1669.0,12.8,402.0,146.0,91.0,19.0,178.0,460.0,0.371,5.679012345679013,20.604938271604933,92.63,185.0,88.0,16280.0,2002,2014,3
2005,Earl Watson,MEM,PG,25.0,80.0,14.0,1808.0,13.1,359.0,167.0,83.0,19.0,164.0,615.0,0.426,7.6875,22.6,89.65,185.0,88.0,16280.0,2002,2014,4
2009,Earl Watson,OKC,PG,29.0,68.0,18.0,1776.0,9.5,391.0,156.0,50.0,11.0,183.0,448.0,0.384,6.588235294117648,26.117647058823533,92.12,185.0,88.0,16280.0,2002,2014,8
2011,Paul George,IND,SG,20.0,61.0,19.0,1265.0,13.0,65.0,70.0,62.0,26.0,224.0,476.0,0.453,7.80327868852459,20.73770491803279,95.53,206.0,99.0,20394.0,2011,2018,1
2012,Paul George,IND,SG,21.0,66.0,66.0,1958.0,16.5,158.0,117.0,108.0,38.0,370.0,798.0,0.44,12.090909090909092,29.66666666666667,91.69,206.0,99.0,20394.0,2011,2018,2
2013,Paul George,IND,SF,22.0,79.0,79.0,2972.0,16.8,327.0,233.0,143.0,51.0,603.0,1377.0,0.419,17.430379746835445,37.620253164556964,90.93,206.0,99.0,20394.0,2011,2018,3
2014,Paul George,IND,SF,23.0,80.0,80.0,2898.0,20.1,283.0,224.0,151.0,22.0,542.0,1737.0,0.424,21.7125,36.225,92.89,206.0,99.0,20394.0,2011,2018,4
2016,Paul George,IND,SF,25.0,81.0,81.0,2819.0,20.9,329.0,265.0,152.0,29.0,563.0,1874.0,0.418,23.135802469135804,34.80246913580247,97.38,206.0,99.0,20394.0,2011,2018,6
2017,Paul George,IND,SF,26.0,75.0,75.0,2689.0,20.2,251.0,218.0,117.0,27.0,492.0,1775.0,0.461,23.66666666666667,35.85333333333333,96.59,206.0,99.0,20394.0,2011,2018,7
2011,James Posey,IND,SF,34.0,49.0,0.0,839.0,7.5,34.0,24.0,24.0,6.0,147.0,240.0,0.336,4.8979591836734695,17.122448979591837,95.53,203.0,97.0,19691.0,2000,2011,12
2000,James Posey,DEN,SF,23.0,81.0,77.0,2052.0,13.0,146.0,95.0,98.0,33.0,317.0,662.0,0.429,8.17283950617284,25.33333333333333,95.98,203.0,97.0,19691.0,2000,2011,1
2001,James Posey,DEN,SF,24.0,82.0,82.0,2255.0,12.5,163.0,102.0,93.0,40.0,431.0,666.0,0.412,8.121951219512193,27.5,94.0,203.0,97.0,19691.0,2000,2011,2
2002,James Posey,DEN,SF,25.0,73.0,63.0,2238.0,12.9,180.0,127.0,114.0,39.0,429.0,782.0,0.376,10.712328767123287,30.65753424657534,91.37,203.0,97.0,19691.0,2000,2011,3
2003,James Posey,DEN,SF,26.0,25.0,24.0,872.0,12.3,78.0,66.0,29.0,6.0,145.0,352.0,0.373,14.08,34.88,92.11,203.0,97.0,19691.0,2000,2011,4
2006,James Posey,MIA,SF,29.0,67.0,63.0,1914.0,9.8,89.0,58.0,54.0,20.0,319.0,483.0,0.403,7.208955223880597,28.56716417910448,92.57,203.0,97.0,19691.0,2000,2011,7
2007,James Posey,MIA,SF,30.0,71.0,19.0,1919.0,12.7,94.0,55.0,71.0,23.0,357.0,550.0,0.431,7.746478873239437,27.02816901408451,90.65,203.0,97.0,19691.0,2000,2011,8
2003,James Posey,HOU,SF,26.0,58.0,47.0,1646.0,14.2,106.0,78.0,77.0,9.0,281.0,541.0,0.439,9.327586206896553,28.37931034482759,90.4,203.0,97.0,19691.0,2000,2011,4
2008,James Posey,BOS,PF,31.0,74.0,2.0,1821.0,12.0,114.0,65.0,72.0,19.0,322.0,545.0,0.418,7.364864864864866,24.60810810810811,91.88,203.0,97.0,19691.0,2000,2011,9
2004,James Posey,MEM,SG,27.0,82.0,82.0,2451.0,18.8,122.0,112.0,137.0,40.0,403.0,1126.0,0.478,13.731707317073171,29.89024390243902,92.63,203.0,97.0,19691.0,2000,2011,5
2005,James Posey,MEM,SF,28.0,50.0,18.0,1382.0,10.5,88.0,69.0,48.0,23.0,219.0,405.0,0.35700000000000004,8.1,27.64,89.65,203.0,97.0,19691.0,2000,2011,6
2009,James Posey,NOH,SG,32.0,75.0,0.0,2140.0,10.8,82.0,79.0,58.0,21.0,362.0,668.0,0.412,8.906666666666666,28.53333333333333,88.75,203.0,97.0,19691.0,2000,2011,10
2010,James Posey,NOH,SF,33.0,77.0,2.0,1731.0,8.7,117.0,51.0,42.0,19.0,329.0,399.0,0.365,5.181818181818182,22.48051948051948,93.54,203.0,97.0,19691.0,2000,2011,11
2012,Lou Amundson,IND,PF,29.0,60.0,0.0,753.0,11.5,14.0,45.0,27.0,44.0,222.0,213.0,0.43,3.55,12.55,91.69,206.0,99.0,20394.0,2007,2016,6
2011,Lou Amundson,GSW,PF,28.0,46.0,7.0,691.0,11.5,17.0,24.0,14.0,33.0,185.0,200.0,0.454,4.3478260869565215,15.021739130434785,95.87,206.0,99.0,20394.0,2007,2016,5
2015,Lou Amundson,NYK,PF,32.0,41.0,35.0,858.0,12.5,65.0,57.0,21.0,52.0,248.0,248.0,0.4320000000000001,6.048780487804878,20.92682926829268,92.08,206.0,99.0,20394.0,2007,2016,9
2016,Lou Amundson,NYK,PF,33.0,29.0,0.0,204.0,6.7,12.0,15.0,6.0,7.0,49.0,52.0,0.358,1.7931034482758617,7.0344827586206895,94.15,206.0,99.0,20394.0,2007,2016,10
2009,Lou Amundson,PHO,PF,26.0,76.0,0.0,1044.0,13.3,28.0,56.0,32.0,65.0,270.0,321.0,0.536,4.223684210526316,13.73684210526316,97.0,206.0,99.0,20394.0,2007,2016,3
2010,Lou Amundson,PHO,PF,27.0,79.0,0.0,1168.0,14.4,31.0,57.0,24.0,73.0,346.0,371.0,0.551,4.696202531645571,14.784810126582279,96.43,206.0,99.0,20394.0,2007,2016,4
2012,Leandro Barbosa,IND,SG,29.0,22.0,0.0,436.0,13.4,33.0,26.0,20.0,0.0,49.0,196.0,0.399,8.909090909090908,19.818181818181817,91.69,190.0,87.0,16530.0,2004,2017,9
2015,Leandro Barbosa,GSW,SG,32.0,66.0,1.0,982.0,15.3,99.0,44.0,41.0,8.0,91.0,467.0,0.474,7.075757575757576,14.87878787878788,99.29,190.0,87.0,16530.0,2004,2017,12
2016,Leandro Barbosa,GSW,SG,33.0,68.0,0.0,1079.0,11.7,82.0,53.0,44.0,10.0,117.0,433.0,0.462,6.367647058823528,15.867647058823529,100.27,190.0,87.0,16530.0,2004,2017,13
2013,Leandro Barbosa,BOS,PG,30.0,41.0,2.0,513.0,13.5,58.0,21.0,17.0,6.0,46.0,215.0,0.43,5.243902439024391,12.51219512195122,92.52,190.0,87.0,16530.0,2004,2017,10
2004,Leandro Barbosa,PHO,PG,21.0,70.0,46.0,1500.0,12.7,165.0,120.0,93.0,7.0,123.0,550.0,0.447,7.857142857142858,21.428571428571427,93.73,190.0,87.0,16530.0,2004,2017,1
2005,Leandro Barbosa,PHO,PG,22.0,63.0,6.0,1087.0,12.8,126.0,87.0,30.0,7.0,130.0,442.0,0.475,7.015873015873016,17.253968253968253,97.37,190.0,87.0,16530.0,2004,2017,2
2005,Leandro Barbosa,PHO,PG,22.0,63.0,6.0,1087.0,12.8,126.0,87.0,30.0,7.0,130.0,442.0,0.475,7.015873015873016,17.253968253968253,96.59,190.0,87.0,16530.0,2004,2017,2
2006,Leandro Barbosa,PHO,SG,23.0,57.0,11.0,1592.0,15.1,158.0,89.0,48.0,6.0,150.0,744.0,0.481,13.052631578947368,27.929824561403514,96.94,190.0,87.0,16530.0,2004,2017,3
2007,Leandro Barbosa,PHO,SG,24.0,80.0,18.0,2613.0,18.4,317.0,146.0,96.0,15.0,214.0,1444.0,0.476,18.05,32.6625,96.49,190.0,87.0,16530.0,2004,2017,4
2008,Leandro Barbosa,PHO,SG,25.0,82.0,12.0,2421.0,15.8,216.0,117.0,75.0,18.0,231.0,1283.0,0.462,15.646341463414636,29.52439024390244,97.74,190.0,87.0,16530.0,2004,2017,5
2009,Leandro Barbosa,PHO,SG,26.0,70.0,11.0,1705.0,19.4,162.0,93.0,82.0,7.0,181.0,993.0,0.482,14.185714285714285,24.357142857142854,97.0,190.0,87.0,16530.0,2004,2017,6
2010,Leandro Barbosa,PHO,PG,27.0,44.0,5.0,786.0,14.0,64.0,46.0,23.0,12.0,69.0,418.0,0.425,9.5,17.863636363636363,96.43,190.0,87.0,16530.0,2004,2017,7
2017,Leandro Barbosa,PHO,SG,34.0,67.0,0.0,963.0,11.5,81.0,48.0,31.0,8.0,104.0,419.0,0.439,6.253731343283582,14.373134328358207,100.88,190.0,87.0,16530.0,2004,2017,14
2011,Leandro Barbosa,TOR,SG,28.0,58.0,0.0,1395.0,15.3,119.0,84.0,50.0,6.0,99.0,769.0,0.45,13.258620689655173,24.051724137931036,93.78,190.0,87.0,16530.0,2004,2017,8
2012,Leandro Barbosa,TOR,SG,29.0,42.0,0.0,946.0,14.2,63.0,68.0,36.0,7.0,79.0,512.0,0.436,12.190476190476188,22.523809523809533,90.2,190.0,87.0,16530.0,2004,2017,9
2012,Lance Stephenson,IND,SG,21.0,42.0,1.0,442.0,7.0,46.0,36.0,21.0,5.0,53.0,106.0,0.376,2.523809523809524,10.523809523809524,91.69,196.0,104.0,20384.0,2011,2018,2
2013,Lance Stephenson,IND,SG,22.0,78.0,72.0,2278.0,11.8,223.0,109.0,81.0,16.0,304.0,687.0,0.46,8.807692307692307,29.2051282051282,90.93,196.0,104.0,20384.0,2011,2018,3
2014,Lance Stephenson,IND,SG,23.0,78.0,78.0,2752.0,14.7,359.0,210.0,54.0,7.0,558.0,1080.0,0.491,13.846153846153848,35.282051282051285,92.89,196.0,104.0,20384.0,2011,2018,4
2016,Lance Stephenson,LAC,SF,25.0,43.0,10.0,680.0,9.8,60.0,48.0,24.0,3.0,108.0,204.0,0.494,4.744186046511628,15.813953488372093,96.83,196.0,104.0,20384.0,2011,2018,6
2016,Lance Stephenson,MEM,SF,25.0,26.0,3.0,692.0,17.1,73.0,46.0,19.0,6.0,115.0,369.0,0.474,14.192307692307693,26.615384615384613,93.97,196.0,104.0,20384.0,2011,2018,6
2013,D.J. Augustin,IND,PG,25.0,76.0,5.0,1226.0,11.0,170.0,68.0,34.0,3.0,91.0,356.0,0.35,4.684210526315789,16.131578947368418,90.93,206.0,106.0,21836.0,2009,2018,5
2016,D.J. Augustin,DEN,PG,28.0,28.0,0.0,659.0,18.0,132.0,54.0,25.0,2.0,52.0,325.0,0.445,11.607142857142858,23.535714285714285,96.36,206.0,106.0,21836.0,2009,2018,8
2017,D.J. Augustin,ORL,PG,29.0,78.0,20.0,1538.0,11.0,209.0,90.0,31.0,1.0,117.0,616.0,0.377,7.897435897435898,19.71794871794872,96.92,206.0,106.0,21836.0,2009,2018,9
2014,D.J. Augustin,CHI,PG,26.0,61.0,9.0,1857.0,16.8,303.0,116.0,52.0,3.0,126.0,909.0,0.419,14.901639344262295,30.442622950819672,90.88,206.0,106.0,21836.0,2009,2018,6
2015,D.J. Augustin,DET,PG,27.0,54.0,13.0,1287.0,15.8,265.0,110.0,33.0,2.0,100.0,574.0,0.41,10.629629629629632,23.83333333333333,93.7,206.0,106.0,21836.0,2009,2018,7
2009,D.J. Augustin,CHA,PG,21.0,72.0,12.0,1908.0,14.9,250.0,119.0,42.0,2.0,133.0,850.0,0.43,11.805555555555555,26.5,89.21,206.0,106.0,21836.0,2009,2018,1
2010,D.J. Augustin,CHA,PG,22.0,80.0,2.0,1472.0,11.2,193.0,74.0,45.0,5.0,97.0,508.0,0.386,6.35,18.4,90.94,206.0,106.0,21836.0,2009,2018,2
2011,D.J. Augustin,CHA,PG,23.0,82.0,82.0,2757.0,15.9,498.0,155.0,54.0,3.0,225.0,1178.0,0.416,14.365853658536587,33.6219512195122,90.3,206.0,106.0,21836.0,2009,2018,3
2012,D.J. Augustin,CHA,PG,24.0,48.0,46.0,1408.0,14.1,307.0,110.0,36.0,1.0,109.0,532.0,0.376,11.083333333333336,29.33333333333333,91.88,206.0,106.0,21836.0,2009,2018,4
2015,D.J. Augustin,OKC,PG,27.0,28.0,1.0,677.0,10.2,88.0,35.0,16.0,1.0,61.0,203.0,0.371,7.25,24.17857142857143,96.64,206.0,106.0,21836.0,2009,2018,7
2016,D.J. Augustin,OKC,PG,28.0,34.0,0.0,519.0,8.7,66.0,30.0,13.0,2.0,43.0,142.0,0.38,4.176470588235294,15.264705882352944,97.55,206.0,106.0,21836.0,2009,2018,8
2013,Gerald Green,IND,SF,27.0,60.0,7.0,1080.0,9.9,50.0,53.0,19.0,23.0,141.0,421.0,0.366,7.0166666666666675,18.0,90.93,201.0,92.0,18492.0,2006,2017,8
2016,Gerald Green,MIA,SG,30.0,69.0,14.0,1557.0,10.1,56.0,46.0,38.0,19.0,163.0,616.0,0.392,8.927536231884059,22.56521739130435,94.16,201.0,92.0,18492.0,2006,2017,11
2006,Gerald Green,BOS,SG,20.0,32.0,3.0,374.0,13.1,18.0,22.0,13.0,4.0,41.0,167.0,0.478,5.21875,11.6875,93.3,201.0,92.0,18492.0,2006,2017,1
2007,Gerald Green,BOS,SF,21.0,81.0,26.0,1780.0,12.0,83.0,120.0,41.0,24.0,208.0,843.0,0.419,10.407407407407408,21.975308641975307,92.94,201.0,92.0,18492.0,2006,2017,2
2017,Gerald Green,BOS,SF,31.0,47.0,0.0,538.0,12.0,33.0,25.0,9.0,7.0,85.0,262.0,0.409,5.574468085106383,11.446808510638302,97.21,201.0,92.0,18492.0,2006,2017,12
2012,Gerald Green,NJN,SF,26.0,31.0,2.0,781.0,15.8,34.0,55.0,28.0,17.0,108.0,400.0,0.481,12.903225806451614,25.193548387096772,91.27,201.0,92.0,18492.0,2006,2017,7
2009,Gerald Green,DAL,SG,23.0,38.0,12.0,376.0,11.4,15.0,33.0,10.0,5.0,54.0,199.0,0.439,5.2368421052631575,9.894736842105264,92.7,201.0,92.0,18492.0,2006,2017,4
2014,Gerald Green,PHO,SG,28.0,82.0,48.0,2330.0,16.5,122.0,145.0,70.0,42.0,275.0,1295.0,0.445,15.792682926829267,28.414634146341466,96.83,201.0,92.0,18492.0,2006,2017,9
